110141755829,4.12
110141755831,2.08
110141755833,3.84
110141755835,6.04
110141755836,3.24
110141755838,3.12
110141755840,6.24
110141755841,3.4
110141755842,5.44
110141755843,6.8
110141755845,3.96
110141755846,3.04
110141755847,4.16
110141755848,5.16
110141755850,4.52
110141755852,4.56
110141755853,4.52
110141755854,3.56
110141755855,3.48
110141755856,5.28
110141755857,4.28
110141755860,3.8
110141755863,3.08
110141955877,3.0
110141955878,4.6
110141955880,4.0
110141955882,3.28
110141955885,2.52
110141955887,4.2
110141955890,4.16
110141955891,3.48
110141955895,4.2
110141955897,3.68
110141955898,4.32
110141955902,3.44
110141955906,5.08
110141955907,3.16
110141955910,3.32
110141955911,4.12
110142355939,6.8
110142355940,4.0
110142355941,5.28
110142355942,5.64
110142355943,4.12
110142355944,4.12
110142355945,16.56
110142355946,4.76
110142355947,1.04
110142556012,4.24
110142556013,4.04
110142556015,4.12
110142556016,5.56
110142556017,5.04
110142556018,6.08
110142756041,6.48
110142756042,5.52
110142756043,3.72
110142756044,4.48
110142756046,5.6
110142756047,4.68
110142956052,4.6
110142956053,5.88
110142956055,2.08
110142956056,4.24
110142956057,6.64
110142956058,3.6
110142956059,4.56
110142956061,5.56
110142956062,3.48
110142956063,4.72
110142956064,3.52
110142956065,6.0
110142956066,5.44
110143156073,5.48
110143156074,5.64
110143156075,6.64
110143156076,6.12
110143156077,4.88
110143156078,4.4
110143356092,3.88
110143556102,4.24
110143556103,4.96
110143556104,5.2
110143556105,3.08
110143556107,2.84
110143556108,4.12
110143756116,2.24
110143756118,3.08
110143756120,4.84
110143756122,3.12
110143756126,3.68
110143956137,3.56
110143956140,4.76
110143956143,4.08
110143956145,2.84
110143956148,6.76
110143956150,2.4
110143956153,1.76
110144156209,3.32
110144156211,3.48
110144156214,2.24
110144156217,4.32
110144156229,1.72
110144356264,4.8
110144356267,4.68
110144356269,2.64
110144356270,2.64
110144356271,2.52
110144356272,2.0
110144356274,3.16
110144556313,2.64
110144556314,3.64
110144556315,2.6
110144556316,5.2
110144556317,1.0
110144556322,1.52
110144756372,2.88
110144756374,2.6
110144756376,3.92
110144756379,3.8
110144756381,1.72
110144756389,4.04
110144856395,5.04
110144856397,1.56
110144856399,3.12
110144856401,3.88
110144856404,4.64
110144856407,2.64
110144856411,4.16
110145056430,2.96
110145056432,5.36
110145056435,2.84
110145056438,4.44
110145056447,4.16
110145056453,2.88
110145156456,1.8
110145156459,5.68
110145156462,4.2
110145156465,1.6
110145156468,5.64
110145256477,2.56
110145256480,3.12
110145256483,6.04
110145256489,6.96
110145256492,17.12
110145256495,1.68
110145356503,5.88
110145356505,3.72
110145356508,5.4
110145356511,5.12
110145356514,5.56
110145356516,3.76
110145456520,4.32
110145456522,5.0
110145456524,4.56
110145456526,4.2
110145456529,4.8
110145456531,3.44
110145556534,2.88
110145556537,3.0
110145556543,1.84
110145556546,3.8
110145556549,3.24
110145556555,2.96
110145656567,3.68
110145656576,4.0
110145656579,3.36
110145856588,6.56
110146056594,4.12
110146056597,8.12
110696128835,2.96
110696128837,3.76
110696128842,5.8
110696128845,6.48
110696128849,1.48
110696128853,5.0
110696128856,6.52
110696128859,2.76
110696128862,4.68
110696128864,4.0
110696328876,3.76
110696328879,1.96
110696328882,1.68
110696328884,5.32
110696328886,6.4
110696328892,3.36
110696428960,4.96
110696428963,3.24
110696428966,4.64
110696428969,4.12
110696428972,4.84
110696428975,5.04
110696428978,5.96
110696428981,3.0
110696428984,6.36
110696428987,5.04
110696528990,4.72
110696528993,3.48
110696528996,4.76
110696529000,2.6
110696529004,4.64
110696529007,2.44
110696529011,5.2
110696529013,5.56
110696529016,4.0
110696529022,6.68
110696529024,5.64
110696529027,3.52
110696529030,3.8
110696529033,2.52
110696529037,3.84
110696529040,3.52
110696529044,3.48
110696529047,5.44
110696629051,4.84
110696629055,4.56
110696629058,4.04
110696629062,6.04
110696629065,4.8
110696629067,4.64
110696629071,3.64
110696629073,6.64
110696629081,4.88
110696629086,4.92
110696729091,4.96
110696729096,1.84
110696729099,3.92
110696729103,5.32
110696729111,5.36
110696729115,3.0
110696729119,2.0
110696729124,2.36
110696729126,4.88
110696729128,4.52
110696729133,4.68
110696729137,4.32
110696729145,5.0
110696729150,1.56
110696729154,3.28
110696729157,3.08
110696829161,2.4
110696829164,5.28
110696829176,2.2
110696829179,5.44
110696829183,3.16
110696829190,4.0
110696829194,5.36
110696829197,2.2
110696829200,4.0
110696929203,3.36
110696929206,4.4
110696929209,2.88
110696929216,2.2
110696929220,2.4
110696929228,2.88
110696929232,2.64
110696929236,3.16
110696929241,3.6
110696929245,3.16
110696929256,5.04
110696929258,2.84
110696929262,5.12
110696929265,3.64
110696929268,2.6
110696929272,5.64
110696929276,3.36
110696929280,5.16
110696929283,2.12
110696929286,2.0
110697029296,4.76
110697029301,3.44
110697029304,2.04
110697029308,4.8
110697029312,1.76
110697029314,5.4
110697029318,2.12
110697029321,3.92
110697029326,4.92
110697129333,4.6
110697129336,5.24
110697129340,4.8
110697129344,5.32
110697129348,5.88
110697129350,4.56
110697129353,4.48
110697129356,6.0
110697129359,4.48
110697129362,3.48
110697129366,4.4
110697129369,3.08
110697129372,5.56
110697129375,4.04
110697129381,5.88
110697129383,5.36
110697229396,6.0
110697229401,7.72
110697229406,6.92
110697229408,2.48
110697229411,7.24
110697229419,5.96
110697229425,6.52
110697229429,5.88
110697329441,3.6
110697329444,1.92
110697329446,2.44
110697329450,4.04
110697329454,4.36
110697329456,3.0
110697329461,2.08
110697329465,2.52
110697329468,5.2
110697329472,1.96
110697329474,4.08
110697329477,2.4
110697329480,4.24
110697329486,3.16
110697329488,5.68
110697429491,5.0
110697429498,6.08
110697429509,4.76
110697429513,6.44
110697429516,3.72
110697529529,9.08
110697529533,5.48
110697529546,4.2
110697529550,7.32
110697529557,6.88
110697529561,7.6
110697529565,5.04
110697529569,6.04
110697529571,5.32
110697629584,2.6
110697629587,6.72
110697629595,2.96
110697629607,6.84
110697629613,6.04
110697729616,5.16
110697729619,5.64
110697729630,5.04
110697729634,4.44
110697729637,5.08
110697729644,5.68
110697729648,3.28
110697729654,3.88
110697829674,4.08
110697829679,5.0
110697829690,5.4
110697829698,2.76
110697929712,5.92
110697929717,4.64
110697929723,6.36
110697929727,4.96
110697929733,5.52
110697929737,2.16
110697929745,10.24
110698029749,5.6
110698029755,2.68
110698029760,6.76
110698029768,7.08
110698029770,6.32
110698029774,5.6
110698029777,4.28
110698129789,7.16
110698129793,5.68
110698129799,5.64
110698129801,3.52
110698129805,6.16
110698129812,6.0
110698229816,10.96
110698229819,11.08
110698229823,11.52
110698229825,10.36
110698229830,10.52
110698229835,8.92
110698229838,7.84
110698329851,5.16
110698329854,5.16
110698329858,3.76
110698329861,6.6
110698329867,5.24
110698329871,4.36
110698329880,3.52
110698429896,7.6
110698429899,8.64
110698429902,9.2
110698429906,8.24
110698429909,6.6
110698429912,8.48
110698429916,11.72
110698529920,5.2
110698529926,5.2
110698529930,5.44
110698529934,6.04
110698529936,2.4
110698529939,4.44
110698529942,6.24
110698529945,7.08
110698529950,5.8
110698529953,5.88
110698629959,7.72
110698629962,4.8
110698629965,4.56
110698629973,4.24
110698629977,6.76
110698629981,6.92
110698629985,6.48
110698629989,7.0
110698629992,5.76
110698730003,5.68
110698730006,6.52
110698730009,8.08
